model_name,author,model_class,params,hash,license,task,groq_chips_used,groq_estimated_latency,nvidia_latency,x86_latency,onnx_exported,onnx_optimized,onnx_converted
efficientnet_b4,timm,EfficientNet,19341616,6991940c,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_l2,timm,EfficientNet,480309308,a0380e5c,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_v2_l,torch_hub,EfficientNet,118515272,f5ddf7f0,-,Computer_Vision,-,-,-,-,True,False,False
encoder_decoder,transformers,EncoderDecoderModel,247363386,051eeb05,-,MultiModal,-,-,-,-,True,False,False
gluon_seresnext101_64x4d,timm,ResNet,88232984,4295d7eb,-,Computer_Vision,-,-,-,-,True,False,False
hrnet_w18_small,timm,HighResolutionNet,13187464,33cf8b3b,-,Computer_Vision,-,-,-,-,True,False,False
jx_nest_small,timm,Nest,38351176,586ca69a,-,Computer_Vision,-,-,-,-,True,False,False
legacy_seresnet50,timm,SENet,28088024,6c58cfb3,-,Computer_Vision,-,-,-,-,True,False,False
maskrcnn_resnet50_fpn_v2,torchvision,MaskRCNN,46359409,f4f1de9a,-,Computer_Vision,-,-,-,-,True,False,False
mixer_l16_224,timm,MlpMixer,208196168,c384b09e,-,Computer_Vision,-,-,-,-,True,False,False
mobilenet_v2,torch_hub,MobileNetV2,3504872,a81033ae,-,Computer_Vision,-,-,-,-,True,False,False
mobilenetv3_rw,timm,MobileNetV3,5479918,2b93413a,-,Computer_Vision,-,-,-,-,True,False,False
mobilevitv2_200,timm,ByobNet,18449329,5d5907f2,-,Computer_Vision,-,-,-,-,True,False,False
mpnet,transformers,MPNetModel,109484928,747bb620,-,Natural_Language_Processing,-,-,-,-,True,False,False
nf_resnet26,timm,NormFreeNet,15995176,f7c542e9,-,Computer_Vision,-,-,-,-,True,False,False
nfnet_l0,timm,NormFreeNet,35074488,4d9883d8,-,Computer_Vision,-,-,-,-,True,False,False
pit_s_distilled_224,timm,PoolingVisionTransformer,24039056,d9387187,-,Computer_Vision,-,-,-,-,True,False,False
regnet_y_16gf,torch_hub,RegNet,83590140,a44f744c,-,Computer_Vision,-,-,-,-,True,False,False
regnetv_064,timm,RegNet,30576052,571f0e9a,-,Computer_Vision,-,-,-,-,True,False,False
regnetx_320,timm,RegNet,107811560,eb0ee4ce,-,Computer_Vision,-,-,-,-,True,False,False
regnetz_040h,timm,RegNet,28938880,27f06dc8,-,Computer_Vision,-,-,-,-,True,False,False
rembert,huggingface_pytorch,RemBertModel,575920384,1a69d8de,-,Natural_Language_Processing,-,-,-,-,True,False,False
repvgg_b2,timm,ByobNet,89022376,c13ac4c0,-,Computer_Vision,-,-,-,-,True,False,False
resmlp_36_224,timm,MlpMixer,44690488,0e09eb22,-,Computer_Vision,-,-,-,-,True,False,False
resnet101,torch_hub,ResNet,44549160,285cd579,-,Computer_Vision,-,-,-,-,True,False,False
resnet10t,timm,ResNet,5435488,f48b3014,-,Computer_Vision,-,-,-,-,True,False,False
resnet34d,timm,ResNet,21816904,0bd2f52b,-,Computer_Vision,-,-,-,-,True,False,False
resnetblur18,timm,ResNet,11689512,7b7d7f82,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_101,timm,ResNetV2,44541480,bb2e0993,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_152x4_bitm_in21k,timm,ResNetV2,1107299923,96e14af7,-,Computer_Vision,-,-,-,-,True,False,False
sageconv,graph_convolutions,SAGEConv,20069,51354d34,-,Graph_Machine_Learning,-,-,-,-,True,False,False
seresnetaa50d,timm,ResNet,28107256,e516b873,-,Computer_Vision,-,-,-,-,True,False,False
shufflenet_v2_x1_0,torch_hub,ShuffleNetV2,2278604,81185b92,-,Computer_Vision,-,-,-,-,True,False,False
skresnext50_32x4d,timm,ResNet,27479784,8a70f9f8,-,Computer_Vision,-,-,-,-,True,False,False
swin_s3_base_224,timm,SwinTransformer,71125762,fa5448e9,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_small_384,timm,SwinTransformerV2Cr,49695100,746e8dd2,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_tiny_window8_256,timm,SwinTransformerV2,28347154,d6507553,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b2_ap,timm,EfficientNet,9109994,9800baeb,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b6,timm,EfficientNet,43040704,d4456f0a,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_lite2,timm,EfficientNet,6092072,97aca113,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnetv2_m,timm,EfficientNet,54139356,dd6e16fd,-,Computer_Vision,-,-,-,-,True,False,False
tf_mobilenetv3_large_075,timm,MobileNetV3,3993528,2432bb94,-,Computer_Vision,-,-,-,-,True,False,False
tinynet_d,timm,EfficientNet,2338446,0d244829,-,Computer_Vision,-,-,-,-,True,False,False
vgg11_bn,timm,VGG,132868840,a0281177,-,Computer_Vision,-,-,-,-,True,False,False
vgg19_bn,torch_hub,VGG,143678248,bc2392e4,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch32_384,timm,VisionTransformer,88297192,beab26ca,-,Computer_Vision,-,-,-,-,True,False,False
vit_gigantic_patch14_224,timm,VisionTransformer,1844440680,5101b075,-,Computer_Vision,-,-,-,-,True,False,False
volo_d2_224,timm,VOLO,58678336,382f1685,-,Computer_Vision,-,-,-,-,False,False,False
xception65,timm,XceptionAligned,39916312,1b15395a,-,Computer_Vision,-,-,-,-,True,False,False
xcit_nano_12_p16_384_dist,timm,Xcit,3053224,44d6a0c6,-,Computer_Vision,-,-,-,-,True,False,False
xcit_small_12_p16_384_dist,timm,Xcit,26253304,a57665c9,-,Computer_Vision,-,-,-,-,True,False,False
xcit_tiny_24_p16_224_dist,timm,Xcit,12116896,60c958fe,-,Computer_Vision,-,-,-,-,True,False,False
xlnet,huggingface_pytorch,XLNetModel,360268800,5cfcb429,-,Natural_Language_Processing,-,-,-,-,True,False,False
